id,blurb
1425947003,"""The standalone instrument for re-sequencing audio on the fly."""
500092457,192khz 24bit Hi-Res network audio streamer/media PC with Hi-Fi DAC and Raspberry Pi 4 hosted within sleek aluminium enclosure
1820164775,"Infinite sustain guitar slide pedal, (patent pending)"
1131084395,RepliTronics: Miniaturized Vintage Boombox Replica Speaker/Radios in Two Sizes
601641486,"MAKE YOUR MUSIC EXPLODE with our new Analog Edition of Pro-Audio equipment for recording, mixing and mastering."
333590745,A complete sample library of all concert flutes
142407597,big studio sound in your ears
1524948400,We introduce SleepMe. Bluetooth speaker with active sound and snoring cancellation.
868068226,Celebrate the coming of age of audiophile quality sound for the Pi
2039473930,"The system that makes all your speakers connected and multiroom, to simplify your music listening at home."
319068306,"nPad, Multi  Sampler pad . percussion and sample-trigger with 9 pads . Batería Digital Portable con Samplers de carga externa."
1907915032,"Unprecedented patching freedom, new plugins every month, and plenty of power to use as many simultaneous plugins as you wish."
1080747217,At ACTORSPACE we provide a safe place where all artists are treated with respect. We work to develop each artists individual strengths.
453235061,We're buying an old theater and now we need your help to make it into a live performance venue for the first time since 1942!
1848271648,Starting a winery satellite location
585296528,Climbing Vines Westside Play opening January 2019. We strive to have the best play area on the Westside of Rochester.
1277009105,"Renovations for a professional performance and recording studio to be used by local, regional and national artists."
719334949,"A larger, more efficient, state-of-the-art space for students to make characters for film, television and theatre."
414189677,Pageant wagon meets medicine show by way of bookmobile.
882223522,"The newest (only?) outdoor music venue in Muskegon, Built to host Yardapalooza and similar events throughout the summer months!"
289413273,I want to create a event center to provide a place for customers to rent for their special celebrations and host events.
1695151276,"Ich möchte das Kleine Theater Bad Godesberg und das Lebenswerk von Walter Ullrich retten, erhalten und in die Zukunft führen."
675545743,"Our rural area needs a multi-purpose arts center for community theater, weddings, concerts and other worthy events. We are building it!"
1228862546,Fishtown is missing a movie theater. We've got the plan. Now we just need the support!
1679202655,4 friends travel to a truck stop for an unconventional summer vacation
933697219,"Teater Vanhedens hyllade mockumentär om Avdelning 44
Teater Vanheden's acclaimed mockumentary about a department 44."
378670151,"A comedy horror about three friends and their ""TRIP"""
666843069,"A contemporary farce exploring the absurdity of family life, adults behaving as children and cross-generational miscommunication."
1474903276,A buddy sci-fi comedy feature film
1126254733,A dad joke comic wanders the industrial zone at night.
853527556,"Ópera prima de una serie sobre el proceso de hacer cine y los problemas que conlleva, mostrado de una forma cómica y real."
846722245,"Sisu Production's debut short film ‘Don't You Want Me, Baby?’ is a female-led action comedy."
2146014952,An improvised sitcom/mockumentary series following small town comedy group Take This! created by Ansleigh Funk and Tim Pruitt.
2026676477,Canceling Jesus
1284025048,Var med om att förverkliga drömmen om en 90-minuters-komedi med helt nytt material i samma anda som YouTube-serien ”Mina Problem”!
1523567334,Tortured Editor vs Tyrannical Director. A short comedy mockumentary about the dark side of filmmaking.
745585534,Peter is living in the home that was his Grandmother's. She died and left it to his ma. She died with no will. Peter has about 2 weeks.
1139619600,"Riding the rails and cycling to visit and review the best breweries, eats, and hangouts in gritty, urban, Los Angeles."
1976142615,"Ten Chinese cities: same time, place, angle, object, and continuous shooting for 365 consecutive days recording air quality"
321707507,"Millionaire philanthropist has hidden a chest full of gold, gems and jade somewhere in the Rockies and I intend to find it."
457315750,I want to tell a story through photographs of a largely unknown subculture residing in one of the most unique cities in the world.
1087992353,"Join us as we prepare for an Apostles Fast.  The missionaries, willing, will join June 8-28 for fasting and prayer.  Pray for us."
1667389084,"“nothing is ours”

a disaster relief photo essay in Kathmandu, Nepal by Matthew Petricone"
1555327091,"A seminar to discuss the right to photograph and record in the public space, without harassment by police officers or other officials."
1549490045,"I want to write a book about Texas fokelore, myths, ghost stories, tragedies, natural disasters, cemeteries, and history. With many pic"
2058285825,Modern-Day Cowgirl Adventure: A solo photographic expedition documenting Tibetan nomadic life and the yak among pastoral communities.
705241919,"A seminar to discuss the right to photograph and record in the public space, without harassment or interference by police officials."
1551884411,"I'm American but I live in Japan. Without much support from family I made it here. Mongolia is a dream on the horizon, I hope."
661747398,Getting kids in the kitchen for whole food fun!
667404890,"A cookbook that mixes traditional recipes with a modern spin, incorporating personal stories from around the table."
1510308666,A world-first collation of 100 brunch recipes from 100 of Melbourne's most iconic cafés. This is the cookbook for social impact.
1098850576,Redesigning mom's recipes for a healthier plate.
1087481824,Support a Pacific Islander couple to preserve their traditions and cuisine in a book of Guam and the Northern Mariana Islands.
1577373709,A beautifully illustrated book to inspire parents to make baby meals a creative pursuit
364185753,"From handmade noodles, to gyoza, takoyaki, and incredible ramen broths - learn to make it all in this unique Vegan Ramen Cookbook"
1698902140,ForeverMagic are looking to create a Cookbook for fans from the Harry Potter universe! A comprehensive book with beloved recipes!
640098097,"It's dangerous to cook alone... Back this! 120+ recipes, growing with each new backer! Join to start Taste Testing & Questing today!"
858136241,"We're protecting Cambodian food and bringing to the world!
Chef Nak started the journey 2 years ago and now we need your help"
837321497,Die nordwestbulgarische Küche (Kochbuch)
185874763,"A cookbook filled with beautiful art, original recipes and stunning photos. A guide to legendary food that will take your breath away."
361514894,"HEX MAG is a magnetic toy the stimulates a child's curiosity,with some areas having reverse polarity. Pushing instead of pulling"
1993090030,Charcoal fireplace made of 100% iron.
299444911,Spend a chill time with a bonfire while looking out at the magnificent foot of the mountain.
1275214152,"A design book made to inspire both creativity and productivity, documenting the year long logo project by Brandon Wilson."
480515874,A soft and squishy macaron crab plush with arm-swinging action!
808749689,"A frame lock folder titanium utility knife with bottle opener feature, ceramic ball bearings and deep carry clip."
262217938,Generations of know-how100% handcrafted process.
1541718367,"The handle is hollowed out and a ""stainless steel monaka structure"" is adopted to make it light and keep its beauty for a long time."
609798415,Free yourself of sleep discomfort from the ground. Compact and easy to carry indoors or outdoors
1472550638,A compact portable cup holder you can take anywhere that fits into any bag.
608546819,BEBO is a squishy little plush keychain friend who enjoys spending his time with you!
675787582,Sviluppiamo una gamma completa di Cosmetici Completamente Naturali per i nostri amici a 4 zampe
1697964853,"One- Shot B/W Action Adventure comic book series: Two men determined to be King, faces harsh challenges to prove themselves worthy"
1962573681,A humorous comic about a little girl and a knowledgeable Mind Reaver's daily life.
614745556,Dark Protector
485435189,A comic strip collection based on the Ringo Award-Nominated webcomic Beware of Toddler
743165780,Squires for Hire is a webcomic about three young girls attending a school for knights. Help fund a printed copy of the first chapter!
181960130,Print and ebook version of Book 1 of the supernatural webcomic How to be a Werewolf!
2015219159,"Gritty anime protagonist, Lady Vengeance, comes to life and falls in love with a high school cheerleader."
1617391307,"A 150+ page omnibus of the first 3 volumes of my webcomic series COMIXSCAPE, plus some very special extras for readers new and old!"
2004395049,The sixth Collectors print volume by cartoonist Eddie deAngelini is here! Collectors Annual #6: Collectors Splendor! AND MORE!!!
2119836179,Becks is back with a terrifying new collection of horror comics in Volume II. Featuring all 31 comics from Becks' Scaretober 2020!
1272270285,"No heroes, no zombies, no super powers, but we  can be the main characters of the story."
1062615011,"Love and Capes: In the Time of Covid, a comic about superheroes and their loved ones dealing with the pandemic. But funny!"
959778531,"A mobile book truck that will serve the Louisville, KY community, traveling to weddings, events, bars, coffee shops, and more."
1047503217,Los fondos que se recauden serán empleados para costear los gastos editoriales.
575605273,Il grande fiume e le stelle
341782835,"Embrace your Journey & Become a Powerhouse of Positivity in your Everyday Life
Positive Vibes & Enlightened Mind is For Us, By Us"
229461693,"Una storia di abbandono, amicizia e amore.
A story of abandonment, friendship and love."
547944167,"Help us provide books that gives a window into & mirror for Asian, Black, Indigenous, Latinx, LGBTQIA+ & Middle Eastern communities."
1500393658,Cita a ciegas con un libro es un proyecto para acercar a personas de todas las edades a la lectura de una manera creativa y divertida
1326084711,"Projet Pont, 4 nations"
1967015937,"A black women owned publishing company based in Richmond, Virginia embodying: inclusivity, love, and respect for all."
1399390847,Help me take these next steps to sustainability with Winn Publications LLC
1025670322,"A published book of philosophy, poetry, short stories and aphorisms."
341691056,"The diary of little's girl life ; her parents are foreigners;she lives on the outskirts of Massa, Toscana- Italia"
1986145614,This new technology enable the elderly to recapture the full-frequency range with dynamic clarity and to enrich quality of daily life.
1637700813,Flux is a 'Temporal Modulation' complex rhythm sequencer. TM Synthesis is an algorithm that warps time with a user programmable curve.
1835811226,Audio Noise-Cancelling | BT 5.0 | Superb Sound Quality | Touch Control  |  32hrs Battery | Auto & Stable Connect | All Day Comfort
1710241993,Slim & Thin | All-In-One Design | TI Burr-Brown™ Audio |  Titanium Alloy Manufacturing | IP65 Waterproof | Bluetooth 5.0
66128005,Qualcomm QCC3020 BT 5.0 True Wireless Earbuds & BT Speaker - Solid Connection & High Quality Sound
124033497,"4-synth engines(includes 8bit FM) / Step sequencer / Filter / Effects / Looper,
8bit FMを含む4つのシンセエンジン / ステップシーケンサー / フィルター / エフェクター/ルーパー"
2090169481,"0.5in thick with case, 0.1oz/piece | Ergonomic fit & stability | Qualcomm BT5.0, aptX, cVc | Premium 13mm speaker driver | IPX4"
1993460974,"Enjoy your favorite instrument with our cool looking black 1/4"" jack and comfortable 10ft cable"
1736435505,Modern features packed into portable Hi-Res music player with touch of retro design.
758616354,Touch Control | BT 5.0 | IPX6 | Zinc Material | 45hrs Battery | LCD Display | Auto Connect
725743053,"In-ear hearing protection with audio pass-through, bluetooth and audio amplification capabilities."
75504355,APTX  Audio - Bluetooth 5.0 - 24 Hours Playtime - Luxury All metal Design - Super Light -  USB Type C
562986334,"We are refurbishing & reinvigorating Starlight Bowl as a multifaceted hub for San Diego community performance, events, and education."
1463269573,"We are building a one-of-a kind, family friendly indoor space to host glee inducing, awe inspiring lighting and media extravaganzas."
717094032,"Weʼre raising funds to run a personal development training in N.Iraq  to empower young refugees w confidence,  self worth & hope."
925398825,Recovery Theatre Is a not for profit arts and culture organization.We look to bring multiple faucets of art to our youth free access
546046062,"Mind, Body, Spirit Fitness hands-on seminar for people in high stress jobs, labor intensive jobs, seniors, and students: workout incl."
1778358521,"Restoration of a 1937 art deco cinema, in the heart of Launceston, Tasmania."
1990248041,"Lets save this iconic playhouse from extinction and preserve it for future generations. This should not be removed from our community,"
135885738,"Reviving a historic Theatre, becoming a premiere
provider of quality live theatrical performances, movies, entertainment, and more."
1200159486,"The Ridgewood Theater is different things to everyone who has memories of it. It is a cornerstone of Queens, NY. and deserves a RETURN!"
170692243,Dearing Studio is getting a much-needed expansion and face lift to take this community theater and actor's haven to the next level.
1176283868,"To renovate, develop and repurpose a historic, disused space under Carlisle train station into a multipurpose venue."
1321873686,"Wir möchten sesshaft werden! Daher brauchen wir für unsere neue Spielstätte in Köln Startkapital für Kaution, Bestuhlung und Licht!"
352794085,"Help keep the music pure, be my 'label' and support my new project - 'Nothing Beyond' - a visual mixtape"
1724351844,"We are funding our debut album, Moonlight Vision with pre-order support from loving fans."
2060633703,"We’re The Rooks - an R&B/Indie-Pop band from NYC, and we’re recording our first album! Join us, and let’s create something beautiful."
1228567781,Get the St. Petersen EP + More...a lot more!!!
1757403082,Been through a lot of ups and downs in the music industry so I decided to just do my own music independently. Want to make a record.
1900690453,Quinn Devlin & The Bridge Street Kings are planning on recording a new EP and producing a live concert film/album.
852525099,I've recorded six soul-rock and Motown gospel songs for my EP (released in early January.) Next step: the mixing and the cover art.
1439811689,I've been working with a group of film makers in New York to create a short film for my single 'Know Your Worth'.
532261366,"A collection of songs, written & waiting to be recorded."
1468824256,One of the Bay Area's funkiest acts will be going into the studio this winter to record their second album.
437915694,"The concert of my dreams, for the world to see, for free!"
1137124166,Ich möchte mit Eurer Unterstützung die Postproduktion meines Albums fertigstellen
1171924967,A Western made in Yorkshire. Two dimwitted but ambitious Cowboys embark on a Wild West adventure.
998867461,"A dark comedy, short film following the life of Jamie as he struggles with the constant fear his genitals are shrinking."
618548240,It's time to commit the sell-out mathematical comedy Humble Pi to ones and zeros* for all to enjoy. (*digital download and USB stick)
1984031744,The sequel to the award-winning original.
326246422,"A comedy special for Andy Huggins, 72-year-old stand up comedy legend and stand-out on America's Got Talent"
829153232,Help bring 2 silent features to DVD/Blu-ray in new 2K scans from 35mm nitrate with new scores by Ben Model.
1984872769,"Three friends in Massachusetts own and operate a gym by their unifying philosophy: be honest, be loyal, and screw the haters."
134692549,"Blood, guts and birthday cake."
418122850,Just 14 The Movie - Development Fund (to get to Pre-Production)
202965881,"One lonely man's night of exotic self-pleasure results in the conception of a banana-human son, Banana Boy."
1639752961,A dark comedy about a young woman who helps an injured old man home whilst she's on the search for her missing boyfriend.
1369364099,"A light-hearted comedic 7 minute short film, about a breakup between two women. Relaying the moments on when they first met."
1570368163,Alkaline Herbs and Recipes
1962469922,Traditional Sicilian Desserts - Gluten Free options for all recipes except one
1982204927,Solid recipes and meaningful stories shared by passionate Solid Cooks. Limited First Edition to pass down with your heirloom cookware.
2069149025,Pre-purchase your copy and support the creation of my first cookbook - enjoy recipes from my food journeys around the world
1791244639,"SNACK_n_CODE is the Ultimate guide to healthy, instant snacks for coders with no time"
1445685980,"Mit Eurer Hilfe wollen wir eine Sonderausgabe unseres Kochbuchs drucken lassen, damit der Verkaufspreis unter 15.- je Stück kommt."
1881355855,A Sri Lankan American cookbook.
1066701241,A cookbook that brings traditional Slovenian recipes and family stories to your kitchens worldwide!
957768241,Recipes and stories from the pop-up restaurant started out of a college student's studio apartment!
1537873993,"Hello, sardinian street food is my passion from a Long time. I Want to make It my job now! Im creating sardinian street food Journal"
188720158,"50+ plant-based, minimal-waste recipes by Beatmaster Bobby Slay!"
1874160921,From head to hands to habit become the change for people and planet by building a nature relatedness practice with every bite you eat!
806713350,"Sudan, Africa -Remains the last N. White Rhino. Slaughtered for their horns, one male separates the species from extinction."
1826703511,"A multi-media look at New York State's maximum-security prisons, part 1 of a long-term project examining prisons and parole"
982705667,Hey Jamie and I are planning a trip to Europe and hoping to document and blog our misguided and underprepared backpacking tour :D
249646815,"Traveling with a Survivor to one of the darkest places on earth:  Auschwitz, I will, through photos, video, and print bring it to you."
661926766,How much is my life worth? I asked myself that question as I gave myself permission to live. This book is that journey.
199317959,I would like to create a coffee table book full of beautiful photos of D.C monuments and places enjoyed by locals.
1163226059,I am going to travel to Kurdish-controlled northern Iraq to document the suffering of the Kurdish people. For air travel and expenses.
1725715086,To create a stunning visual account of the extensive beauty of Vancouver Island's less seen treasures.
936530436,"New travel journal based on two people, madly in love, documenting each other's countries of origin in the UK and the Mediterranean"
1254859070,"Battling crazy sheep, rough terrain and S4 mRCC, BC trainer Vergil Holland hits the road for 1 year to trial his way to the top!"
113068442,"Small, community museum with limited funds, in need of new camera for photo archival and documentary work"
336777173,"We are activists, hoping to hit the road in search or people and their stories, to create a display of humanity one person at a time."
80521534,DISPLAY is for you who seek aesthetic and functional ways to store your records
715755133,A new approach to gear organization and show-off!
2076424084,On wall suspended Lamp made out of recycled skis on a wood support with ambient LED strip light
1137157059,"A diminutive knife, less than 2.5"" closed and weighing just 55g, putting giant utility in your fifth pocket."
885162721,Wooden Wall Led Lamp as a real 3d map of Apollo 11 landing area
1635964322,"Magical RFID minimal wallet that fits front pocket yet holds up to 8 cards! And coin, cash, bill, key, multi-tool, for work n travel :)"
175542339,"Unique Pop-Up SSD Enclosure up to 4TB Storage with 1000MB/s High Speed, 10Gbps USB 3.2 Gen2, SD/Micro SD, Gigabit Ethernet."
1217213646,Get your hands on Noopy2 + a limited edition removable costume! By KityCrylics
876620504,"Eco-Friendly plant pot with elegant outlook to match your favorite plants, easy to decorate your home, bring out your taste"
575769763,Large capacity in a compact size! Choose Washriva to save kitchen space while keeping dishes spotlessly clean!
1368004902,"This minimal, but versatile, multi-function, and easily integrated backpack, is designed to fit kids' lifestyles."
1651791346,Replace your boring lampshade with your own holographic 3D animations.
986133504,Change music history forever! Donate today. Help the Shy Boyz record their first album.
1651416619,I'm recording an EP that's the aural equivalent of chicken patty day at school.  Kindly help me serve up this greasy deliciousness.
442121721,Please help send me on an extraordinary journey of NYC as I am led by eccentric personalities through a fantasy otherworld.
1334575880,"After years of hard work and dreaming this record, Gold Rose, is on the verge of blooming!"
888741492,We really need your help..this is a massive risk. We believe in this EP and we want to give it the chance it deserves! Chesqua x
1076813960,Walk with me on the journey of self-discovery through music and lyrics for my NEW ALBUM!  Help me show you how I learned to love again.
534779414,"A new collection of hymns and spirituals by Alex Mejias, produced by Matthew E. White at Spacebomb Productions."
1069484234,Since I was 4 years old my dream has been to become a recording artist. I'm ready to launch my first album. Will you support my vision?
534946514,"After months of writing & preparation, my debut EP is coming soon! With your support, I hope to create music that is truly meaningful."
1581558257,"We are releasing our second studio album the 2nd week in March! We need $2,000 to pay musicians, studio time, production cost and more!"
245681280,"I believe music is a powerful influence. I have a gift, and I want to be used, to influence change and light."
472021916,"Singing isn’t just a hobby, it’s something that fills the voids and gaps in my life & makes life worth living."
1622092068,Inicio de la saga de cómo los seres del averno influyen en el mundo terrenal desde la expulsión de Lucifer del reino celestial
1491892687,Lunar Rhythms & the End of Empire
15778582,"Blackbird Publishing creates print and digital works centered in empowering voices of marginalized communities in Richmond, VA."
53124462,"Building a community for business and creative ventures with simple NLP coaching tools, poetry and fiction."
41761980,A written novel for rape victims written by a rape victim.
1002255064,"Scegli tra tre tipi di PerfectBox, ispirate a tre emozioni diverse, contenenti ognuna un libro a sorpresa e accessori dedicati."
1615866490,"The most intimate desires told in detail, in the first person.
Os desejos mais íntimos contados ao pormenor, na primeira pessoa."
1305455381,"Una editorial enfocada a la publicación de genero negro/policiaco, donde el autor es el único protagonista"
318016841,I've created a high-end Interpersonal-Communcations based literary firm. I started in 2014 and kicked off the BRANDING FAD!
429731097,"The third issue of Liberally Quarterly digital magazine: this issue is entitled 'Intersectionality through a Black lens', due out Oct21"
772647701,"Una aplicación donde poder maquetar, estructurar
y editar tu libro de manera sencilla y rápida."
203449368,Un itinerario letterario da Milano a Roma a piedi per l'estate 2021.
1889238469,"Creating an All-Inclusive Performing Arts Company for all people to learn and express themselves through music, theatre, and dance."
684928258,"We've raised £790,000 so far but we still have £50,000 to raise in order to do everything we want during Build Unity Better."
1915944783,Vision: To create a space where ANY artist can record and produce  professional content and connect with fans at a reasonable rate.
1233258614,"Raising funds to get a permanent location. It's a positive outlet for those who love to be inspire, through spoken word, dance, acting,"
2021411109,"Help light the lights at the historic Fischer Theatre in Danville, IL."
651610486,"I've created a live workshop for men who cannot afford it, giving them an opportunity to have healing, peace & love in their lives."
53242768,"Cat People Unite! It's time we get a space of our own to relax, socialize and learn! Join the Catmunity!"
185323961,The ABC tour: 26 comedy-juggling shows in 26 different venues - chosen by YOU - each beginning with a different letter of the alphabet.
83473874,"Liverpool's 1st purpose built 7 night a week comedy club, bar & restaurant with live music & much more"
766234317,"Austin's ""Full Service Rehearsal Space"", APS is a comfortable, convenient place for the theater community to develop scripted plays."
843319654,Crosswalk Theatre Company - Network Directory promotes all stage talent. Increasing your odds to connect to the right hiring person.
1261292645,"Bringing Health, Wellness and Creative Empowerment to an active community in a whole new way... are you ready to 'FLOAT', Duluth?"
551446818,"The next TWO printed books in the ALTAR GIRL series: a shoujo manga-inspired romantic school drama with cute, funny & magical twists!"
1721812927,A limited edition set of 15 trading cards of real life mobsters with animal nicknames re-imagined as their animals counterparts.
932024568,Volumes 1-4 of the fantasy/comedy webcomic. Bilingual romance! Tiny people! Corporate cults! Fantasy Eurovision!
1471394283,"The continuing adventures of Ariana and her quest for the Great Tree. In the dark, depths of winter, what challenges will she find?"
1410976429,"Printed copies of my comic ""The Reaper"" as seen on Instagram."
1513903746,"Il primo albo è tratto dai primi capitoli del romanzo medieval-fantasy ""I tesori del Khaleos"" di Giovanni Noto Nanì."
116933988,"Two truckers save the universe from an evil scientist, one friend at a time"
49281308,"After a mutilated corpse is found in the Arizona desert, a face-blind FBI linguist begins searching for an elusive killer from his past"
1225551248,"The first collection of one-page comics about Marijke's work, family and (of course) the cast of creatures. It's a zoo in her head."
317903427,"A completed webcomic. Consensual mind control, awkward conversations, and not having them."
70770152,Bringing a supernatural sports tournament to your bookshelf.
498011102,a Teenage Bigfoot (Strips 1 - 200)
1492103041,"48HP Eurorack module, with up to 32 audio effects. Powerful 480MHz ARM processor, 64MB SDRAM, and 24bit/48KHz sampling."
242452545,Learn the art of making music through your hands' movements and touch by using our refined and versatile wearable music technology.
1872761103,"Your extraordinary speaker with over 1 million color choices and an unprecedented App that supports your Fitness, Schedule, your mood!"
291549356,"SoundHub is the Simple, Smart and Stylish Solution to Connect All Your Entertainment Devices"
1695360192,Noise cancelling headphone for motorcycling and lifestyle. Easy to crossover between on and off the bike.
1098273197,On The Go HiFi Audio
92969937,Iconic sound. Machined aluminum construction. Rechargeable power. All in the thinnest analog synthesizer ever designed.
785616146,Converts your Raspberry Pi and USB CD drive into a fully automatic CD ripper for under USD40.  It is also an audio network streamer!
1996601313,"Limited Release of SICKLUGGAGE HiFi Boomboxes in upcycled wine crates. Custom skins, 12hr life, bluetooth, pair 2 boxes in stereo!!"
177347847,A modern take on one of the widest used educational instruments in school. Stimulating music learning and creation.
273137191,The most comfortable true wireless earbuds ever made. Crystal clear sound with features that fit your life at an honest price.
1454978504,The evolution of the legendary modular analog synthesizer by Don Buchla
1559100541,"A comedy short about a teen werewolf who hopes to get her first kiss at the prom, but fears she'll transform and eat her date."
951458323,A newly woke white woman overcompensating for years of sideline sitting marries a tranquil black man who is equal parts hood and good.
24275939,A group of students with learning disadvantages make a plan to break into school and erase all grades before final submission.
1927108271,We’ll digitize Gary’s legendary archives from the skibum era of the 70s/80s/90s for more laughs. He refused but we're doing it anyways!
1660285347,Bringing VLDL to the Next Level
785348867,"A short film about a drag queen dealing with cancel culture, bad relationships, and balancing her two lives."
2106105448,"There's only one rule when participating in a gentleman's duel... don't miss. If you do, reload quickly, or may God help you!"
352081129,"A short dark comedy about identity, pride, aging, and Tapioca Pudding"
682950921,Comedy horror short film about a very normal camping trip.
1928809489,"He has social anxiety, she has no filter. When life gives you stars, make them explode
We are film students and appreciate the support"
373757881,Season 1
1285172925,A film about two friends trying to straighten out their lives... and figure out what to do with some bodies.
68334609,Silent Workouts | Compact Design | Combines Strength Training & Cardio | Engages 85% of Muscles | German Engineering
795170423,Folding multifunctional cooking tray with direct heating
430409619,Designed for the Modern Photographer. Ruggedly built with materials that get better with age.
1108945913,Combine your cyberpunk spirit into every corner of your life. Sizing from M to XXXL. 0 limitations to wear on any occasion.
927292521,"An electromechanical cam clock with a very retro and modern design, no matter where it is placed, it can perfectly fit."
1281372496,4-Speed /OLED Display /Cordless /Rechargeable /360-Degree Rotation /Adjustable Height /Aluminium case /10 HSS Bits /LED Lights /500mAh
962915489,"Nautically inspired, built to last."
1950169390,Beautiful hand-built mechanical pencils and pens steeped in heritage. A conscientious pen company by Nicholas Hemingway
282231833,Precision Ratchet | All Metal Construction | Suitable for Bit of 4.0mm and 6.3mm Size | 21 or 28 Bits Available | Home and Gift Choice
1329700783,Enjoy a stress-free trip with long-lasting luggage! Eco-friendly caster shoes are safe to use & effectively reduce noise from friction
1328459821,Make 100 Hyperian Dragon Metal Pendant
1302970803,"Work, travel, climb, adventure! An everyday bag for your indoor & outdoor activities! Organize your essentials smarter!"
783518850,"Debut Record of drummer Tyrone Hendrix ""Rhythm on Life"""
416937055,"I prescribe this 3 song Soul/Pop dosage to your system.  Take with coffee daily.
CAUTION: May cause enlightenment and self discovery."
432856235,"Help us release our second album!

Aidez nous à sortir notre deuxième album!"
1371159180,"Blue Lotus Music Publishing, making it's debut.  Tiffany Smith is the writer behind the songs that will be presented and finally heard."
690607922,Help fund the pressing of CDs for Jim Viner's Incredible B3 Band!
2109609460,"The Eight Beat Measure Alumni Foundation is fundraising for Eight Beat Measure's new R&B concept album ""Polarized""."
1430011495,"Impassioned vocals that pull from the Pop, R&B, and Latin music realms and grapple with the concept of not giving up on love."
1406158509,"Our debut full-length album is done, but we need your help releasing it into the world! Be our record company!"
1297555344,I'm finally recording my debut EP: Soulful songs about removing our masks to find the treasure inside
2081993514,"Ayúdanos a sacar nuestro primer disco, conoce nuestra música, colabora con nosotros y llévate una recompensa única"
1313151849,Join The Yoza Movement in taking this rare opportunity to support the development of acoustic soul with some of the industry's best...
1257638337,"The Musical culmination of my journey through ""Love Lust and Loneliness""."
1914040764,A cookbook dedicated to my favorite snack with recipes you can make in a college kitchenette.
1470387181,"Fodder for Foodies is a practical cookbook, written for food lovers."
93987343,"The first eating manual from Cow by Bear, featuring recipes, advice and inspired stories from Chef Bear."
1133529579,"A cookbook written by Kathryn Gordon, with chefs Bernard Levenez & Pascal Merillou, for Le Moulin Bregeon Hotel. Help us self-publish!"
1749820361,An e-book gathering recipes and memories from The Quirky Feather Confectionery.
1063487254,Full-color recipe cards with ten delicious dishes from my travels around the world.
1521739185,The Cookbook : Russian House #1 Culinary Secrets- Beautifully illustrated collection of California-inspired Russian recipes
1579817714,A cookbook and lifestyle guide for preventing and reversing chronic disease and autoimmunity
1072283041,A collaboration between BFF's Lisa & Andy - Lisa Food is a collection of delicious GF recipes and incredible conceptual photography! :)
739861472,North-West Bulgarian Cook Book
1195636450,"Holocaust Survivors share stories and recipes with their grandchildren. A cookbook, a history book, a photo book - a unique blend!"
723822678,"A nerdy cookbook for all your baking and X-Men needs. For comics fans, by comics fans!"
1054337752,Alms- an energetic transaction of the spiritual sciences that occurs when we commit to being humble towards those living a secular life
380918905,Rex and the City is a travel blog in the making. From Times Square to Target there's no adventure too small. This TRex is going places!
1621656567,Our experiences as student at Hopkins are unique. Here's an oral history of four years in the Homewood Bubble.
1139506352,I would like to start a blog and or handout that focuses on police who abuse their badges to park illegally.
1372704179,"I want to travel to every country in the world, and write an journal of my experiences, photographs, couchsurf,  share my adventure."
1036336211,"A social exploration of life in the African hood, telling the stories of the people living in ghetto areas of different cities."
133913632,"An in-depth, multi-platform exploration focused on the lives of children in the Putumayo department of southern Colombia."
596875236,I'll be documenting a young girls cancer and how it affects her and those around her.
1798711769,Discovering and sharing the lifestyle and foods of the Korean people
318379510,Help me tell the stories of those who have no voice.
2059232647,"Photo Book and Soundtrack will provide inspiration/jobs for young people of Ferguson through creation of ""Ferguson Battery"" Incubator."
762978652,"Document an historic Buddhist journey by over 700 monks and nuns, representing 9 Asian countries on a pilgrims path in Bihar, India."
2114773635,A town without a bookshop and a young woman on a mission to keep traditional bookshops alive
326788307,"Expérience vécue avec les  ""feymen"" , mystiques"
1885773725,A mobile bookshop to re-create all of those childhood book fair feelings.
1145439233,L'association qui apporte le livre aux communes et banlieues qui n'y ont pas accès.
1903060734,"A national platform to shine light on those doing amazing work in their community, who would likely never be heard."
562466695,Un libro sobre el sendero del conocimiento para lograr estados elevados de conciencia.
186896291,"Project Protostar is a new platform which connects readers, writers, editors and creative workshops all in one place."
456176894,"A space for Art, Community, Music, and Learning at a Bookstore with 30+ years of roots in Michigan."
2071041752,An online bookstore establishing a bookmobile for the community.
1035351914,Africa is more than prints and the politics of hair. Marginalised groups offer more than a temporary statement of inclusion.
1399992691,Writing retreats coming to you across America via the WOWMobile.
1979574864,"Multiple award winning screenplays will be voiced by former 80s & 90s TV stars to produce full cast, full theatrical sound audiobooks."
1322431060,"Very REAL merch, about a very FICTIONAL town, by a very STRANGE mayor."
1177829934,"Physical printing of the first volume of the widely acclaimed serial web series: ""Problem Child"" by Brian LS."
1567513346,Digital Episode #01 of this Anime inspired Eoteran historical Manga following the rise and fall of the fabled sword dancer samurai.
1249410536,A  60 - 70 Plus page printed compilation of the House of Boo 2020 Web comic series.
1087809120,"Enjoy over 150 Zookie the Dragon cartoon strips and discover the series' beginnings, all in a chunky paperback book!"
309094248,"A 164 page, hardcover, full colour comic book."
893731065,A completely cool collection of barbarian webcomic adventures.
1961745544,Learn to make your own webcomic from a webcomics veteran of 10+ years. Let's get the book printed!
